Date,Total,Desktop site,Mobile site,Zero site
2008,332774,332774,,
2009,459774,459774,,
2010,160646,160646,,
2011,270347,270347,,
2012,264908,264908,,
2013,232339,232339,,
2014,253585,242058,41266,0
